#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
cpe040.nextpolish.fasta	contig_3_np1212	4755	5142	+	IncFIA_1	1-388/388	===============	0/0	100	99.74	plasmidfinder	AP001918	IncFIA_1__AP001918	
cpe040.nextpolish.fasta	contig_3_np1212	51598	51858	-	IncFII(pRSB107)_1_pRSB107	1-261/261	===============	0/0	100	100	plasmidfinder	AJ851089	IncFII(pRSB107)_1_pRSB107_AJ851089	
cpe040.nextpolish.fasta	contig_3_np1212	116408	117089	-	IncFIB(AP001918)_1	1-682/682	===============	0/0	100	98.39	plasmidfinder	AP001918	IncFIB(AP001918)_1__AP001918	
cpe040.nextpolish.fasta	contig_4_np1212	1456	2195	+	IncL/M(pMU407)_1_pMU407	1-739/739	========/======	01-Jan	100	92.7	plasmidfinder	U27345	IncL/M(pMU407)_1_pMU407_U27345	
cpe040.nextpolish.fasta	contig_6_np1212	31595	32479	+	p0111_1	1-885/885	===============	0/0	100	98.64	plasmidfinder	AP010962	p0111_1__AP010962	
cpe040.nextpolish.fasta	contig_9_np1212	982	1174	-	Col(MP18)_1	1-193/193	===============	0/0	100	88.08	plasmidfinder	NC_013652	Col(MP18)_1__NC_013652	
cpe041.nextpolish.fasta	contig_1_np1212	41332	42013	-	IncFIB(AP001918)_1	1-682/682	===============	0/0	100	98.39	plasmidfinder	AP001918	IncFIB(AP001918)_1__AP001918	
cpe041.nextpolish.fasta	contig_1_np1212	64802	65189	+	IncFIA_1	1-388/388	===============	0/0	100	99.74	plasmidfinder	AP001918	IncFIA_1__AP001918	
cpe041.nextpolish.fasta	contig_1_np1212	84931	85191	-	IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5	1-261/261	===============	0/0	100	100	plasmidfinder	CP024805.1	IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5_CP024805.1	
cpe041.nextpolish.fasta	contig_3_np1212	12804	13568	+	IncY_1	1-765/765	===============	0/0	100	99.74	plasmidfinder	K02380	IncY_1__K02380	
cpe041.nextpolish.fasta	contig_4_np1212	34614	34842	-	ColKP3_1	1-229/280	=============..	0/0	81.79	100	plasmidfinder	JN205800	ColKP3_1__JN205800	
cpe041.nextpolish.fasta	contig_4_np1212	48695	49068	-	IncX3_1	1-374/374	===============	0/0	100	100	plasmidfinder	JN247852	IncX3_1__JN247852	
cpe041.nextpolish.fasta	contig_5_np1212	300	532	+	Col(BS512)_1	1-233/233	===============	0/0	100	100	plasmidfinder	NC_010656	Col(BS512)_1__NC_010656	
cpe042.nextpolish.fasta	2_np1212	45	461	+	IncA/C2_1	1-417/417	===============	0/0	100	100	plasmidfinder	JN157804	IncA/C2_1__JN157804	
cpe042.nextpolish.fasta	3_np1212	21	150	+	ColRNAI_1	1-130/130	========/======	02-Feb	99.23	84.73	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
cpe042.nextpolish.fasta	3_np1212	4008	4290	+	Col440II_1	2-281/282	========/======	01-Mar	99.29	83.39	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
cpe042.nextpolish.fasta	4_np1212	41	323	+	Col440II_1	2-281/282	========/======	01-Mar	99.29	82.69	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
cpe042.nextpolish.fasta	4_np1212	942	1054	+	Col440I_1	1-113/114	===============	0/0	99.12	90.27	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
cpe042.nextpolish.fasta	5_np1212	1657	1778	-	ColRNAI_1	11-130/130	.=======/======	02-Feb	92.31	85.25	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
cpe043.nextpolish.fasta	2_np1212	15428	15814	+	IncFIA(HI1)_1_HI1	2-388/388	===============	0/0	99.74	98.45	plasmidfinder	AF250878	IncFIA(HI1)_1_HI1_AF250878	
cpe043.nextpolish.fasta	2_np1212	59738	59988	-	IncR_1	1-251/251	===============	0/0	100	100	plasmidfinder	DQ449578	IncR_1__DQ449578	
cpe043.nextpolish.fasta	3_np1212	66431	67100	+	IncL/M(pMU407)_1_pMU407	1-670/739	==============.	0/0	90.66	99.55	plasmidfinder	U27345	IncL/M(pMU407)_1_pMU407_U27345	
cpe043.nextpolish.fasta	4_np1212	2817	2927	-	Col440I_1	1-111/114	===============	0/0	97.37	90.99	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
cpe043.nextpolish.fasta	4_np1212	3545	3826	-	Col440II_1	1-282/282	===============	0/0	100	98.23	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
cpe043.nextpolish.fasta	5_np1212	1	108	+	Col440I_1	7-114/114	===============	0/0	94.74	92.59	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
cpe043.nextpolish.fasta	6_np1212	745	937	-	ColpVC_1	1-193/193	===============	0/0	100	98.45	plasmidfinder	JX133088	ColpVC_1__JX133088	
cpe046.nextpolish.editcontigs7-3.fasta	tig00000002_np1212	17040	17300	+	IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5	1-261/261	===============	0/0	100	100	plasmidfinder	CP024805.1	IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5_CP024805.1	
cpe046.nextpolish.editcontigs7-3.fasta	tig00000002_np1212	34272	34659	-	IncFIA_1	1-388/388	===============	0/0	100	99.74	plasmidfinder	AP001918	IncFIA_1__AP001918	
cpe046.nextpolish.editcontigs7-3.fasta	tig00000002_np1212	57448	58129	+	IncFIB(AP001918)_1	1-682/682	===============	0/0	100	98.39	plasmidfinder	AP001918	IncFIB(AP001918)_1__AP001918	
cpe046.nextpolish.editcontigs7-3.fasta	tig00000003_np1212	1550	1923	+	IncX3_1	1-374/374	===============	0/0	100	100	plasmidfinder	JN247852	IncX3_1__JN247852	
cpe046.nextpolish.editcontigs7-3.fasta	tig00000003_np1212	16600	16828	+	ColKP3_1	1-229/280	=============..	0/0	81.79	100	plasmidfinder	JN205800	ColKP3_1__JN205800	
cpe046.nextpolish.editcontigs7-3.fasta	tig00000004_np1212	17714	18706	+	pSL483_1	1-995/995	========/======	01-Feb	99.8	98.69	plasmidfinder	CP001137	pSL483_1__CP001137	
cpe046.nextpolish.editcontigs7-3.fasta	tig00000004_np1212	54426	55420	+	pSL483_1	1-995/995	===============	0/0	100	98.89	plasmidfinder	CP001137	pSL483_1__CP001137	
cpe046.nextpolish.editcontigs7-3.fasta	tig00000006_np1212	36784	37047	-	IncFII(pSE11)_1_pSE11	1-264/264	===============	0/0	100	99.24	plasmidfinder	AP009242	IncFII(pSE11)_1_pSE11_AP009242	
cpe046.nextpolish.editcontigs7-3.fasta	tig00000007_np1212	5606	5885	-	ColKP3_1	1-280/280	===============	0/0	100	100	plasmidfinder	JN205800	ColKP3_1__JN205800	
cpe046.nextpolish.fasta	tig00000002_np1212	17040	17300	+	IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5	1-261/261	===============	0/0	100	100	plasmidfinder	CP024805.1	IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5_CP024805.1	
cpe046.nextpolish.fasta	tig00000002_np1212	34272	34659	-	IncFIA_1	1-388/388	===============	0/0	100	99.74	plasmidfinder	AP001918	IncFIA_1__AP001918	
cpe046.nextpolish.fasta	tig00000002_np1212	57448	58129	+	IncFIB(AP001918)_1	1-682/682	===============	0/0	100	98.39	plasmidfinder	AP001918	IncFIB(AP001918)_1__AP001918	
cpe046.nextpolish.fasta	tig00000003_np1212	1550	1923	+	IncX3_1	1-374/374	===============	0/0	100	100	plasmidfinder	JN247852	IncX3_1__JN247852	
cpe046.nextpolish.fasta	tig00000003_np1212	16600	16828	+	ColKP3_1	1-229/280	=============..	0/0	81.79	100	plasmidfinder	JN205800	ColKP3_1__JN205800	
cpe046.nextpolish.fasta	tig00000003_np1212	36179	36552	+	IncX3_1	1-374/374	===============	0/0	100	100	plasmidfinder	JN247852	IncX3_1__JN247852	
cpe046.nextpolish.fasta	tig00000003_np1212	51228	51456	+	ColKP3_1	1-229/280	=============..	0/0	81.79	100	plasmidfinder	JN205800	ColKP3_1__JN205800	
cpe046.nextpolish.fasta	tig00000004_np1212	17714	18706	+	pSL483_1	1-995/995	========/======	01-Feb	99.8	98.69	plasmidfinder	CP001137	pSL483_1__CP001137	
cpe046.nextpolish.fasta	tig00000004_np1212	54426	55420	+	pSL483_1	1-995/995	===============	0/0	100	98.89	plasmidfinder	CP001137	pSL483_1__CP001137	
cpe046.nextpolish.fasta	tig00000006_np1212	36784	37047	-	IncFII(pSE11)_1_pSE11	1-264/264	===============	0/0	100	99.24	plasmidfinder	AP009242	IncFII(pSE11)_1_pSE11_AP009242	
cpe046.nextpolish.fasta	tig00000007_np1212	5606	5885	-	ColKP3_1	1-280/280	===============	0/0	100	100	plasmidfinder	JN205800	ColKP3_1__JN205800	
cpe047.nextpolish.fasta	10_np1212	783	899	+	ColRNAI_1	1-118/130	========/=====.	01-Jan	90	84.75	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
cpe047.nextpolish.fasta	3_np1212	217	956	+	IncFIB(pQil)_1_pQil	1-740/740	===============	0/0	100	100	plasmidfinder	JN233705	IncFIB(pQil)_1_pQil_JN233705	
cpe047.nextpolish.fasta	3_np1212	76835	77073	-	IncFII_1_pKP91	1-230/230	========/======	04-Sep	100	87.87	plasmidfinder	CP000966	IncFII_1_pKP91_CP000966	
cpe047.nextpolish.fasta	4_np1212	57082	57469	+	IncFIA_1	1-388/388	===============	0/0	100	99.74	plasmidfinder	AP001918	IncFIA_1__AP001918	
cpe047.nextpolish.fasta	4_np1212	73020	73277	-	IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5	4-261/261	===============	0/0	98.85	98.06	plasmidfinder	CP024805.1	IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5_CP024805.1	
cpe047.nextpolish.fasta	5_np1212	5011	5124	-	Col440I_1	1-114/114	===============	0/0	100	96.49	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
cpe047.nextpolish.fasta	6_np1212	669	948	+	ColKP3_1	1-280/280	===============	0/0	100	100	plasmidfinder	JN205800	ColKP3_1__JN205800	
cpe049.nextpolish.fasta	contig_2_np1212	106284	106843	-	IncFIB(K)_1_Kpn3	1-560/560	===============	0/0	100	98.93	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
cpe049.nextpolish.fasta	contig_3_np1212	38668	39055	-	IncFIA(HI1)_1_HI1	1-388/388	===============	0/0	100	96.91	plasmidfinder	AF250878	IncFIA(HI1)_1_HI1_AF250878	
cpe049.nextpolish.fasta	contig_4_np1212	51471	51731	-	IncFII_1	1-261/261	===============	0/0	100	100	plasmidfinder	AY458016	IncFII_1__AY458016	
cpe050.nextpolish.fasta	contig_10_np1212	1166	1294	-	ColRNAI_1	1-128/130	========/======	01-Jan	98.46	82.95	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
cpe050.nextpolish.fasta	contig_2_np1212	172926	173252	-	IncHI2_1	1-327/327	===============	0/0	100	100	plasmidfinder	BX664015	IncHI2_1__BX664015	
cpe050.nextpolish.fasta	contig_2_np1212	173870	174464	-	RepA_1_pKPC-CAV1321	2-596/596	========/======	02-Feb	99.66	80.37	plasmidfinder	CP011611	RepA_1_pKPC-CAV1321_CP011611	
cpe050.nextpolish.fasta	contig_2_np1212	188118	188747	+	IncHI2A_1	1-630/630	===============	0/0	100	100	plasmidfinder	BX664015	IncHI2A_1__BX664015	
cpe050.nextpolish.fasta	contig_3_np1212	25967	26195	-	ColKP3_1	1-229/280	=============..	0/0	81.79	100	plasmidfinder	JN205800	ColKP3_1__JN205800	
cpe050.nextpolish.fasta	contig_3_np1212	40048	40421	-	IncX3_1	1-374/374	===============	0/0	100	100	plasmidfinder	JN247852	IncX3_1__JN247852	
cpe051.nextpolish.fasta	contig_2_np1212	15632	15892	+	IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5	1-261/261	===============	0/0	100	100	plasmidfinder	CP024805.1	IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5_CP024805.1	
cpe051.nextpolish.fasta	contig_2_np1212	35634	36021	-	IncFIA_1	1-388/388	===============	0/0	100	99.74	plasmidfinder	AP001918	IncFIA_1__AP001918	
cpe051.nextpolish.fasta	contig_2_np1212	73459	74140	-	IncFIB(AP001918)_1	1-682/682	===============	0/0	100	98.39	plasmidfinder	AP001918	IncFIB(AP001918)_1__AP001918	
cpe051.nextpolish.fasta	contig_3_np1212	12676	13049	-	IncX3_1	1-374/374	===============	0/0	100	100	plasmidfinder	JN247852	IncX3_1__JN247852	
cpe051.nextpolish.fasta	contig_3_np1212	50074	50302	-	ColKP3_1	1-229/280	=============..	0/0	81.79	100	plasmidfinder	JN205800	ColKP3_1__JN205800	
cpe051.nextpolish.fasta	contig_4_np1212	381	613	-	Col(BS512)_1	1-233/233	===============	0/0	100	100	plasmidfinder	NC_010656	Col(BS512)_1__NC_010656	
cpe052.nextpolish.fasta	2_np1212	217	956	+	IncFIB(pQil)_1_pQil	1-740/740	===============	0/0	100	100	plasmidfinder	JN233705	IncFIB(pQil)_1_pQil_JN233705	
cpe052.nextpolish.fasta	3_np1212	669	948	+	ColKP3_1	1-280/280	===============	0/0	100	100	plasmidfinder	JN205800	ColKP3_1__JN205800	
cpe052.nextpolish.fasta	4_np1212	2370	2483	-	Col440I_1	1-114/114	===============	0/0	100	92.11	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
cpe052.nextpolish.fasta	5_np1212	1973	2086	-	Col440I_1	1-114/114	===============	0/0	100	92.11	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
cpe052.nextpolish.fasta	6_np1212	68	348	-	Col440II_1	2-282/282	===============	0/0	99.65	90.75	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
cpe052.nextpolish.fasta	6_np1212	2846	2958	-	Col440I_1	1-113/114	===============	0/0	99.12	89.38	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
cpe057.nextpolish.fasta	2_np1212	5057	5626	-	IncHI1B_1_pNDM-MAR	1-570/570	===============	0/0	100	100	plasmidfinder	JN420336	IncHI1B_1_pNDM-MAR_JN420336	
cpe057.nextpolish.fasta	2_np1212	107211	107649	-	IncFIB(Mar)_1_pNDM-Mar	1-439/439	===============	0/0	100	99.54	plasmidfinder	JN420336	IncFIB(Mar)_1_pNDM-Mar_JN420336	
cpe057.nextpolish.fasta	4_np1212	76995	77215	+	IncFII_1_pKP91	10-230/230	===============	0/0	96.09	96.83	plasmidfinder	CP000966	IncFII_1_pKP91_CP000966	
cpe058.nextpolish.fasta	contig_2_np1212	138897	139466	-	IncHI1B_1_pNDM-MAR	1-570/570	===============	0/0	100	100	plasmidfinder	JN420336	IncHI1B_1_pNDM-MAR_JN420336	
cpe058.nextpolish.fasta	contig_2_np1212	241051	241489	-	IncFIB(Mar)_1_pNDM-Mar	1-439/439	===============	0/0	100	99.54	plasmidfinder	JN420336	IncFIB(Mar)_1_pNDM-Mar_JN420336	
cpe058.nextpolish.fasta	contig_3_np1212	46683	46903	-	IncFII_1_pKP91	10-230/230	===============	0/0	96.09	96.83	plasmidfinder	CP000966	IncFII_1_pKP91_CP000966	
cpe059.nextpolish.fasta	contig_1_np1212	145978	146416	+	IncFIB(Mar)_1_pNDM-Mar	1-439/439	===============	0/0	100	99.54	plasmidfinder	JN420336	IncFIB(Mar)_1_pNDM-Mar_JN420336	
cpe059.nextpolish.fasta	contig_1_np1212	248001	248570	+	IncHI1B_1_pNDM-MAR	1-570/570	===============	0/0	100	100	plasmidfinder	JN420336	IncHI1B_1_pNDM-MAR_JN420336	
cpe059.nextpolish.fasta	contig_3_np1212	31306	31526	-	IncFII_1_pKP91	10-230/230	===============	0/0	96.09	96.83	plasmidfinder	CP000966	IncFII_1_pKP91_CP000966	
cpe060.nextpolish.fasta	2_np1212	217	956	+	IncFIB(pQil)_1_pQil	1-740/740	===============	0/0	100	100	plasmidfinder	JN233705	IncFIB(pQil)_1_pQil_JN233705	
cpe060.nextpolish.fasta	2_np1212	78105	78343	-	IncFII_1_pKP91	1-230/230	========/======	04-Sep	100	87.87	plasmidfinder	CP000966	IncFII_1_pKP91_CP000966	
cpe060.nextpolish.fasta	3_np1212	57083	57470	+	IncFIA_1	1-388/388	===============	0/0	100	99.74	plasmidfinder	AP001918	IncFIA_1__AP001918	
cpe060.nextpolish.fasta	3_np1212	73021	73278	-	IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5	4-261/261	===============	0/0	98.85	98.06	plasmidfinder	CP024805.1	IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5_CP024805.1	
cpe060.nextpolish.fasta	4_np1212	6344	6457	+	Col440I_1	1-114/114	===============	0/0	100	91.23	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
cpe060.nextpolish.fasta	5_np1212	669	948	+	ColKP3_1	1-280/280	===============	0/0	100	100	plasmidfinder	JN205800	ColKP3_1__JN205800	
cpe060.nextpolish.fasta	6_np1212	261	390	+	ColRNAI_1	1-130/130	========/======	02-Feb	99.23	86.26	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
cpe060.nextpolish.fasta	7_np1212	3690	3971	+	Col440II_1	1-282/282	===============	0/0	100	96.81	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
cpe061.nextpolish.fasta	contig_2_np1212	206136	206574	+	IncFIB(Mar)_1_pNDM-Mar	1-439/439	===============	0/0	100	99.54	plasmidfinder	JN420336	IncFIB(Mar)_1_pNDM-Mar_JN420336	
cpe061.nextpolish.fasta	contig_2_np1212	309359	309928	+	IncHI1B_1_pNDM-MAR	1-570/570	===============	0/0	100	100	plasmidfinder	JN420336	IncHI1B_1_pNDM-MAR_JN420336	
cpe061.nextpolish.fasta	contig_3_np1212	12154	12374	-	IncFII_1_pKP91	10-230/230	===============	0/0	96.09	96.83	plasmidfinder	CP000966	IncFII_1_pKP91_CP000966	
cpe063.nextpolish.fasta	tig00000003_np1212	1900	2028	+	ColRNAI_1	1-128/130	========/======	01-Jan	98.46	82.95	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
cpe063.nextpolish.fasta	tig00000003_np1212	4395	4523	+	ColRNAI_1	1-128/130	========/======	01-Jan	98.46	82.95	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
cpe063.nextpolish.fasta	tig00000006_np1212	1634	1764	-	ColRNAI_1	1-130/130	========/======	01-Jan	100	86.26	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
cpe063.nextpolish.fasta	tig00000006_np1212	2353	2635	-	Col440II_1	2-281/282	========/======	01-Mar	99.29	83.75	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
cpe063.nextpolish.fasta	tig00000006_np1212	6414	6544	-	ColRNAI_1	1-130/130	========/======	01-Jan	100	86.26	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
cpe063.nextpolish.fasta	tig00000006_np1212	7136	7418	-	Col440II_1	2-281/282	========/======	01-Mar	99.29	83.75	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
cpe063.nextpolish.fasta	tig00000006_np1212	11197	11327	-	ColRNAI_1	1-130/130	========/======	01-Jan	100	86.26	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
cpe063.nextpolish.fasta	tig00000006_np1212	11918	12200	-	Col440II_1	2-281/282	========/======	01-Mar	99.29	83.75	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
cpe063.nextpolish.fasta	tig00000009_np1212	2150	2432	+	Col440II_1	2-281/282	========/======	01-Mar	99.29	82.33	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
cpe063.nextpolish.fasta	tig00000009_np1212	3053	3165	+	Col440I_1	1-113/114	===============	0/0	99.12	89.38	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
cpe063.nextpolish.fasta	tig00000009_np1212	5511	5793	+	Col440II_1	2-281/282	========/======	01-Mar	99.29	82.33	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
cpe063.nextpolish.fasta	tig00000010.tig00000015.tig00000016_np1212	4840657	4841211	+	IncFIB(pECLA)_1_pECLA	1-560/560	========/======	04-May	99.11	99.11	plasmidfinder	CP001919	IncFIB(pECLA)_1_pECLA_CP001919	
cpe063.nextpolish.fasta	tig00000014_np1212	5365	5594	+	IncFII(Yp)_1_Yersenia	1-230/230	===============	0/0	100	98.7	plasmidfinder	CP000670	IncFII(Yp)_1_Yersenia_CP000670	
cpe063.nextpolish.fasta	tig00000017_np1212	14561	15307	+	IncFII(pECLA)_1_pECLA	1-747/747	===============	0/0	100	99.87	plasmidfinder	CP001919	IncFII(pECLA)_1_pECLA_CP001919	
cpe063.nextpolish.fasta	tig00000017_np1212	59689	60248	+	IncFIB(pECLA)_1_pECLA	1-560/560	===============	0/0	100	100	plasmidfinder	CP001919	IncFIB(pECLA)_1_pECLA_CP001919	
cpe063.nextpolish.fasta	tig00000017_np1212	130456	131073	+	IncFII(pECLA)_1_pECLA	1-618/747	=============..	0/0	82.73	92.88	plasmidfinder	CP001919	IncFII(pECLA)_1_pECLA_CP001919	
cpe063.nextpolish.fasta	tig00000018_np1212	22829	23079	+	IncR_1	1-251/251	===============	0/0	100	99.6	plasmidfinder	DQ449578	IncR_1__DQ449578	
cpe063.nextpolish.fasta	tig00000019_np1212	4115	4365	+	IncR_1	1-251/251	===============	0/0	100	99.6	plasmidfinder	DQ449578	IncR_1__DQ449578	
cpe063.nextpolish.fasta	tig00000019_np1212	67694	67944	+	IncR_1	1-251/251	===============	0/0	100	99.6	plasmidfinder	DQ449578	IncR_1__DQ449578	
cpe063.nextpolish.fasta	tig00000020_np1212	19301	19551	+	IncR_1	1-251/251	===============	0/0	100	99.6	plasmidfinder	DQ449578	IncR_1__DQ449578	
cpe067.nextpolish.fasta	2_np1212	1	603	+	IncFIB(AP001918)_1	80-682/682	.==============	0/0	88.42	98.51	plasmidfinder	AP001918	IncFIB(AP001918)_1__AP001918	
cpe067.nextpolish.fasta	2_np1212	80008	80508	+	IncFIC(FII)_1	1-499/499	========/======	04-Apr	99.8	84.26	plasmidfinder	AP001918	IncFIC(FII)_1__AP001918	
cpe067.nextpolish.fasta	2_np1212	138175	138558	-	IncFIA_1	5-388/388	===============	0/0	98.97	99.74	plasmidfinder	AP001918	IncFIA_1__AP001918	
cpe067.nextpolish.fasta	3_np1212	89652	89793	+	IncI1_1_Alpha	1-142/142	===============	0/0	100	97.89	plasmidfinder	AP005147	IncI1_1_Alpha_AP005147	
cpe067.nextpolish.fasta	4_np1212	29112	29485	+	IncX3_1	1-374/374	===============	0/0	100	100	plasmidfinder	JN247852	IncX3_1__JN247852	
cpe067.nextpolish.fasta	4_np1212	43338	43566	+	ColKP3_1	1-229/280	=============..	0/0	81.79	100	plasmidfinder	JN205800	ColKP3_1__JN205800	
cpe067.nextpolish.fasta	5_np1212	10560	10670	+	Col440I_1	1-111/114	===============	0/0	97.37	91.89	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
cpe067.nextpolish.fasta	6_np1212	846	959	+	Col440I_1	1-114/114	===============	0/0	100	87.72	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
cpe067.nextpolish.fasta	8_np1212	708	969	-	Col(MG828)_1	1-262/262	===============	0/0	100	92.75	plasmidfinder	NC_008486	Col(MG828)_1__NC_008486	
cpe068.nextpolish.fasta	contig_2_np1212	93818	94377	+	IncFIB(K)_1_Kpn3	1-560/560	===============	0/0	100	98.93	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
cpe068.nextpolish.fasta	contig_2_np1212	157659	157885	+	IncFII_1_pKP91	10-230/230	========/======	02-Jun	96.09	88.55	plasmidfinder	CP000966	IncFII_1_pKP91_CP000966	
cpe068.nextpolish.fasta	contig_3_np1212	1190	1850	-	IncL/M(pOXA-48)_1_pOXA-48	1-661/661	===============	0/0	100	100	plasmidfinder	JN626286	IncL/M(pOXA-48)_1_pOXA-48_JN626286	
cpe068.nextpolish.fasta	contig_4_np1212	1197	1308	+	ColRNAI_1	19-130/130	..======/======	02-Feb	85.38	88.5	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
cpe069.nextpolish.fasta	contig_2_np1212	131942	132358	-	IncA/C2_1	1-417/417	===============	0/0	100	100	plasmidfinder	JN157804	IncA/C2_1__JN157804	
cpe070.nextpolish.fasta	2_np1212	300	859	-	IncFIB(K)_1_Kpn3	1-560/560	===============	0/0	100	98.75	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
cpe070.nextpolish.fasta	2_np1212	90512	90749	-	IncFII_1_pKP91	1-230/230	========/======	03-Aug	100	87.39	plasmidfinder	CP000966	IncFII_1_pKP91_CP000966	
cpe070.nextpolish.fasta	3_np1212	45	461	+	IncA/C2_1	1-417/417	===============	0/0	100	100	plasmidfinder	JN157804	IncA/C2_1__JN157804	
cpe070.nextpolish.fasta	4_np1212	217	956	+	IncFIB(pQil)_1_pQil	1-740/740	===============	0/0	100	100	plasmidfinder	JN233705	IncFIB(pQil)_1_pQil_JN233705	
cpe070.nextpolish.fasta	5_np1212	1917	2046	-	ColRNAI_1	1-130/130	========/======	02-Feb	99.23	86.26	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
cpe070.nextpolish.fasta	6_np1212	1943	2055	+	ColRNAI_1	19-130/130	..======/======	01-Jan	86.15	89.38	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
cpe072.nextpolish.fasta	2_np1212	45	461	+	IncA/C2_1	1-417/417	===============	0/0	100	100	plasmidfinder	JN157804	IncA/C2_1__JN157804	
cpe072.nextpolish.fasta	3_np1212	84064	84321	-	IncFII_1	4-261/261	===============	0/0	98.85	100	plasmidfinder	AY458016	IncFII_1__AY458016	
cpe072.nextpolish.fasta	4_np1212	30630	30783	-	Col156_1	1-154/154	===============	0/0	100	98.05	plasmidfinder	NC_009781	Col156_1__NC_009781	
cpe072.nextpolish.fasta	4_np1212	70558	71054	-	IncFIC(FII)_1	4-499/499	========/======	03-Mar	99.2	93.98	plasmidfinder	AP001918	IncFIC(FII)_1__AP001918	
cpe072.nextpolish.fasta	5_np1212	4873	5003	+	ColRNAI_1	1-130/130	========/======	01-Jan	100	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
cpe072.nextpolish.fasta	6_np1212	1014	1206	-	ColpVC_1	1-193/193	===============	0/0	100	97.41	plasmidfinder	JX133088	ColpVC_1__JX133088	
cpe073.nextpolish.fasta	10_np1212	1	163	+	ColpVC_1	31-193/193	..=============	0/0	84.46	96.93	plasmidfinder	JX133088	ColpVC_1__JX133088	
cpe073.nextpolish.fasta	2_np1212	300	859	-	IncFIB(K)_1_Kpn3	1-560/560	===============	0/0	100	98.75	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
cpe073.nextpolish.fasta	2_np1212	90512	90749	-	IncFII_1_pKP91	1-230/230	========/======	03-Aug	100	87.39	plasmidfinder	CP000966	IncFII_1_pKP91_CP000966	
cpe073.nextpolish.fasta	3_np1212	45	461	+	IncA/C2_1	1-417/417	===============	0/0	100	100	plasmidfinder	JN157804	IncA/C2_1__JN157804	
cpe073.nextpolish.fasta	4_np1212	217	956	+	IncFIB(pQil)_1_pQil	1-740/740	===============	0/0	100	100	plasmidfinder	JN233705	IncFIB(pQil)_1_pQil_JN233705	
cpe073.nextpolish.fasta	4_np1212	32075	32313	-	IncFII_1_pKP91	1-230/230	========/======	04-Sep	100	87.03	plasmidfinder	CP000966	IncFII_1_pKP91_CP000966	
cpe073.nextpolish.fasta	5_np1212	4854	4984	+	ColRNAI_1	1-130/130	========/======	01-Jan	100	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
