#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
cpe022.nextpolish.fasta	contig_1_np1212	5322666	5325818	-	oqxB_1	1-3153/3153	===============	0/0	100	98.8	resfinder	EU370913	oqxB	Nalidixic_acid;Ciprofloxacin
cpe022.nextpolish.fasta	contig_1_np1212	5325842	5327017	-	oqxA_1	1-1176/1176	===============	0/0	100	99.23	resfinder	EU370913	oqxA	Nalidixic_acid;Ciprofloxacin
cpe022.nextpolish.fasta	contig_2_np1212	111693	112505	-	blaNDM-1_1	1-813/813	===============	0/0	100	100	resfinder	FN396876	blaNDM-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
cpe022.nextpolish.fasta	contig_2_np1212	114938	115717	-	aph(3')-VI_1	1-780/780	===============	0/0	100	100	resfinder	KC170992	aph(3')-VI	Amikacin
cpe022.nextpolish.fasta	contig_2_np1212	121025	121909	-	mph(E)_1	1-885/885	===============	0/0	100	99.89	resfinder	DQ839391	mph(E)	Erythromycin
cpe022.nextpolish.fasta	contig_2_np1212	121965	123440	-	msr(E)_1	1-1476/1476	===============	0/0	100	100	resfinder	FR751518	msr(E)	
cpe022.nextpolish.fasta	contig_2_np1212	125739	126512	-	armA_1	1-774/774	===============	0/0	100	100	resfinder	AY220558	armA	Amikacin;Gentamicin;Tobramycin
cpe022.nextpolish.fasta	contig_2_np1212	129857	130723	-	sul1_5	1-867/867	===============	0/0	100	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
cpe022.nextpolish.fasta	contig_2_np1212	131201	132002	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
cpe022.nextpolish.fasta	contig_2_np1212	132400	132897	-	dfrA12_8	1-498/498	===============	0/0	100	100	resfinder	AM040708	dfrA12	Trimethoprim
cpe022.nextpolish.fasta	contig_2_np1212	259633	260508	-	blaCTX-M-15_1	1-876/876	===============	0/0	100	100	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
cpe022.nextpolish.fasta	contig_2_np1212	263330	263935	+	aac(6')-Ib_1	1-606/606	===============	0/0	100	100	resfinder	M21682	aac(6')-Ib	Amikacin;Tobramycin
cpe022.nextpolish.fasta	contig_2_np1212	264608	265468	+	blaTEM-1A_1	1-861/861	===============	0/0	100	100	resfinder	HM749966	blaTEM-1A	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
cpe022.nextpolish.fasta	contig_2_np1212	266753	267937	+	tet(D)_1	1-1185/1185	===============	0/0	100	100	resfinder	AF467077	tet(D)	Doxycycline;Tetracycline
cpe022.nextpolish.fasta	contig_2_np1212	275801	276283	-	dfrA14_5	1-483/483	===============	0/0	100	99.59	resfinder	DQ388123	dfrA14	Trimethoprim
cpe022.nextpolish.fasta	contig_2_np1212	279325	280155	-	blaOXA-1_1	1-831/831	===============	0/0	100	100	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
cpe022.nextpolish.fasta	contig_2_np1212	280286	280885	-	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100	100	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
cpe022.nextpolish.fasta	contig_2_np1212	286157	286801	+	qnrB1_1	1-645/645	===============	0/0	100	100	resfinder	DQ351241	qnrB1	Ciprofloxacin
cpe023.nextpolish.fasta	contig_1_np1212	3441809	3443041	-	mdf(A)_1	1-1233/1233	===============	0/0	100	97.97	resfinder	Y08743	mdf(A)	
cpe023.nextpolish.fasta	contig_2_np1212	19355	20215	-	blaTEM-1B_1	1-861/861	===============	0/0	100	100	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
cpe023.nextpolish.fasta	contig_2_np1212	38329	38928	+	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100	100	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
cpe023.nextpolish.fasta	contig_2_np1212	39059	39889	+	blaOXA-1_1	1-831/831	===============	0/0	100	100	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
cpe023.nextpolish.fasta	contig_2_np1212	112524	112997	+	dfrA17_1	1-474/474	===============	0/0	100	100	resfinder	FJ460238	dfrA17	Trimethoprim
cpe023.nextpolish.fasta	contig_2_np1212	113128	113916	+	aadA5_1	1-789/789	===============	0/0	100	100	resfinder	AF137361	aadA5	Streptomycin
cpe023.nextpolish.fasta	contig_2_np1212	114436	115302	+	sul1_5	1-867/867	===============	0/0	100	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
cpe023.nextpolish.fasta	contig_2_np1212	119615	120427	-	blaNDM-5_1	1-813/813	===============	0/0	100	100	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
cpe023.nextpolish.fasta	contig_2_np1212	122926	123681	-	rmtB_1	1-756/756	===============	0/0	100	100	resfinder	AB103506	rmtB	Amikacin;Gentamicin;Tobramycin
cpe023.nextpolish.fasta	contig_2_np1212	123851	124711	-	blaTEM-1B_1	1-861/861	===============	0/0	100	100	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
cpe023.nextpolish.fasta	contig_2_np1212	128813	129734	-	mph(A)_2	1-921/921	========/======	01-Jan	100	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
cpe023.nextpolish.fasta	contig_2_np1212	131105	131920	+	sul2_2	1-816/816	===============	0/0	100	100	resfinder	AY034138	sul2	Sulfamethoxazole
cpe023.nextpolish.fasta	contig_2_np1212	131981	132784	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100	100	resfinder	AF321551	aph(3'')-Ib	Streptomycin
cpe023.nextpolish.fasta	contig_2_np1212	132784	133620	+	aph(6)-Id_1	1-837/837	===============	0/0	100	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
cpe023.nextpolish.fasta	contig_2_np1212	134599	135845	+	tet(A)_6	1-1247/1275	===============	0/0	97.8	100	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
cpe024.nextpolish.fasta	contig_1_np1212	1579869	1581101	+	mdf(A)_1	1-1233/1233	===============	0/0	100	98.3	resfinder	Y08743	mdf(A)	
cpe024.nextpolish.fasta	contig_2_np1212	25209	26354	-	blaCMY-42_1	1-1146/1146	===============	0/0	100	100	resfinder	HM146927	blaCMY-42	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
cpe024.nextpolish.fasta	contig_3_np1212	93388	93885	+	dfrA12_8	1-498/498	===============	0/0	100	100	resfinder	AM040708	dfrA12	Trimethoprim
cpe024.nextpolish.fasta	contig_3_np1212	94283	95084	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
cpe024.nextpolish.fasta	contig_3_np1212	95562	96428	+	sul1_5	1-867/867	===============	0/0	100	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
cpe024.nextpolish.fasta	contig_3_np1212	100741	101553	-	blaNDM-5_1	1-813/813	===============	0/0	100	100	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
cpe024.nextpolish.fasta	contig_3_np1212	104052	104807	-	rmtB_1	1-756/756	===============	0/0	100	100	resfinder	AB103506	rmtB	Amikacin;Gentamicin;Tobramycin
cpe024.nextpolish.fasta	contig_3_np1212	104977	105837	-	blaTEM-1B_1	1-861/861	===============	0/0	100	100	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
cpe025.nextpolish.fasta	contig_1_np1212	2397135	2397608	+	dfrA1_8	1-474/474	===============	0/0	100	100	resfinder	X00926	dfrA1	Trimethoprim
cpe025.nextpolish.fasta	contig_1_np1212	2398274	2399073	+	ant(3'')-Ia_1	170-972/972	..======/======	01-Mar	82.3	99.38	resfinder	X02340	ant(3'')-Ia	Streptomycin
cpe025.nextpolish.fasta	contig_1_np1212	2891366	2892511	-	blaCMY-48_1	1-1146/1146	===============	0/0	100	100	resfinder	HM569226	blaCMY-48	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
cpe025.nextpolish.fasta	contig_2_np1212	147	1007	-	blaTEM-1B_1	1-861/861	===============	0/0	100	100	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
cpe025.nextpolish.fasta	contig_2_np1212	5979	6839	-	aac(3)-IId_1	1-861/861	===============	0/0	100	99.88	resfinder	EU022314	aac(3)-IId	Gentamicin;Tobramycin
cpe025.nextpolish.fasta	contig_2_np1212	7898	8819	+	mph(A)_2	1-921/921	========/======	01-Jan	100	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
cpe025.nextpolish.fasta	contig_2_np1212	15441	16307	-	sul1_5	1-867/867	===============	0/0	100	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
cpe025.nextpolish.fasta	contig_2_np1212	16785	17586	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
cpe025.nextpolish.fasta	contig_2_np1212	17984	18481	-	dfrA12_8	1-498/498	===============	0/0	100	100	resfinder	AM040708	dfrA12	Trimethoprim
cpe025.nextpolish.fasta	contig_2_np1212	109990	110787	-	blaOXA-48_1	1-798/798	===============	0/0	100	100	resfinder	AY236073	blaOXA-48	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
cpe025.nextpolish.fasta	contig_3_np1212	149	1009	-	blaTEM-1B_1	1-861/861	===============	0/0	100	100	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
cpe025.nextpolish.fasta	contig_3_np1212	5980	6840	-	aac(3)-IId_1	1-861/861	===============	0/0	100	99.88	resfinder	EU022314	aac(3)-IId	Gentamicin;Tobramycin
cpe025.nextpolish.fasta	contig_3_np1212	7899	8820	+	mph(A)_2	1-921/921	========/======	01-Jan	100	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
cpe025.nextpolish.fasta	contig_3_np1212	15440	16306	-	sul1_5	1-867/867	===============	0/0	100	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
cpe025.nextpolish.fasta	contig_3_np1212	16784	17585	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
cpe025.nextpolish.fasta	contig_3_np1212	17983	18480	-	dfrA12_8	1-498/498	===============	0/0	100	100	resfinder	AM040708	dfrA12	Trimethoprim
cpe026.nextpolish.fasta	1.3_np1212	3298018	3299250	-	mdf(A)_1	1-1233/1233	===============	0/0	100	98.3	resfinder	Y08743	mdf(A)	
cpe026.nextpolish.fasta	2_np1212	119003	119500	+	dfrA12_8	1-498/498	===============	0/0	100	100	resfinder	AM040708	dfrA12	Trimethoprim
cpe026.nextpolish.fasta	2_np1212	119898	120699	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
cpe026.nextpolish.fasta	2_np1212	121177	122043	+	sul1_5	1-867/867	===============	0/0	100	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
cpe026.nextpolish.fasta	2_np1212	126356	127168	-	blaNDM-5_1	1-813/813	===============	0/0	100	100	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
cpe026.nextpolish.fasta	7.5_np1212	16193	17338	+	blaCMY-42_1	1-1146/1146	===============	0/0	100	100	resfinder	HM146927	blaCMY-42	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
cpe027.nextpolish.fasta	1_np1212	889142	889561	+	fosA_6	1-420/420	===============	0/0	100	96.91	resfinder	ACZD01000244	fosA	Fosfomycin
cpe027.nextpolish.fasta	1_np1212	2745357	2746217	-	blaSHV-106_1	1-861/861	===============	0/0	100	99.77	resfinder	AM922307	blaSHV-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
cpe027.nextpolish.fasta	1_np1212	4417079	4418254	+	oqxA_1	1-1176/1176	===============	0/0	100	99.41	resfinder	EU370913	oqxA	Nalidixic_acid;Ciprofloxacin
cpe027.nextpolish.fasta	1_np1212	4419756	4420631	-	blaCTX-M-15_1	1-876/876	===============	0/0	100	100	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
cpe027.nextpolish.fasta	2_np1212	39951	40610	-	catA1_1	1-660/660	===============	0/0	100	99.85	resfinder	V00622	catA1	Chloramphenicol
cpe027.nextpolish.fasta	3_np1212	6670	7433	+	erm(B)_18	1-762/762	========/======	02-Feb	100	98.95	resfinder	X66468	erm(B)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
cpe027.nextpolish.fasta	3_np1212	17995	18855	-	blaTEM-1B_1	1-861/861	===============	0/0	100	100	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
cpe027.nextpolish.fasta	4_np1212	4410	5207	+	blaOXA-232_1	1-798/798	===============	0/0	100	100	resfinder	JX423831	blaOXA-232	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Piperacillin;Piperacillin+Tazobactam
cpe028.nextpolish.fasta	contig_1_np1212	4791108	4792340	-	mdf(A)_1	1-1233/1233	===============	0/0	100	98.3	resfinder	Y08743	mdf(A)	
cpe028.nextpolish.fasta	contig_4_np1212	23657	24454	-	blaOXA-48_1	1-798/798	===============	0/0	100	100	resfinder	AY236073	blaOXA-48	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
cpe029.nextpolish.fasta	contig_1_np1212	526459	526878	+	fosA5_1	1-420/420	===============	0/0	100	98.33	resfinder	EU195449	fosA5	Fosfomycin
cpe029.nextpolish.fasta	contig_1_np1212	2397840	2398700	-	blaSHV-26_1	1-861/861	===============	0/0	100	100	resfinder	AF227204	blaSHV-26	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
cpe029.nextpolish.fasta	contig_1_np1212	3893533	3894708	+	oqxA_1	1-1176/1176	===============	0/0	100	99.41	resfinder	EU370913	oqxA	Nalidixic_acid;Ciprofloxacin
cpe029.nextpolish.fasta	contig_1_np1212	3894732	3897884	+	oqxB_1	1-3153/3153	===============	0/0	100	98.8	resfinder	EU370913	oqxB	Nalidixic_acid;Ciprofloxacin
cpe029.nextpolish.fasta	contig_4_np1212	145408	146238	-	blaOXA-1_1	1-831/831	===============	0/0	100	100	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
cpe029.nextpolish.fasta	contig_4_np1212	146369	146968	-	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100	100	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
cpe029.nextpolish.fasta	contig_4_np1212	152240	152884	+	qnrB1_1	1-645/645	===============	0/0	100	100	resfinder	DQ351241	qnrB1	Ciprofloxacin
cpe029.nextpolish.fasta	contig_4_np1212	156475	156957	-	dfrA14_5	1-483/483	===============	0/0	100	99.59	resfinder	DQ388123	dfrA14	Trimethoprim
cpe029.nextpolish.fasta	contig_5_np1212	55660	56457	+	blaOXA-48_1	1-798/798	===============	0/0	100	100	resfinder	AY236073	blaOXA-48	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
cpe029.nextpolish.fasta	contig_5_np1212	119247	120044	+	blaOXA-48_1	1-798/798	===============	0/0	100	100	resfinder	AY236073	blaOXA-48	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
cpe031.nextpolish.fasta	tig00000004_np1212	53993	54490	+	dfrA12_8	1-498/498	===============	0/0	100	100	resfinder	AM040708	dfrA12	Trimethoprim
cpe031.nextpolish.fasta	tig00000004_np1212	54888	55689	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
cpe031.nextpolish.fasta	tig00000004_np1212	56167	57033	+	sul1_5	1-867/867	===============	0/0	100	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
cpe031.nextpolish.fasta	tig00000004_np1212	60378	61151	+	armA_1	1-774/774	===============	0/0	100	100	resfinder	AY220558	armA	Amikacin;Gentamicin;Tobramycin
cpe031.nextpolish.fasta	tig00000004_np1212	63450	64925	+	msr(E)_1	1-1476/1476	===============	0/0	100	100	resfinder	FR751518	msr(E)	
cpe031.nextpolish.fasta	tig00000004_np1212	64981	65865	+	mph(E)_1	1-885/885	===============	0/0	100	99.89	resfinder	DQ839391	mph(E)	Erythromycin
cpe031.nextpolish.fasta	tig00000004_np1212	71173	71952	+	aph(3')-VI_1	1-780/780	===============	0/0	100	100	resfinder	KC170992	aph(3')-VI	Amikacin
cpe031.nextpolish.fasta	tig00000004_np1212	74385	75197	+	blaNDM-1_1	1-813/813	===============	0/0	100	100	resfinder	FN396876	blaNDM-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
cpe031.nextpolish.fasta	tig00000004_np1212	199775	200419	-	qnrB1_1	1-645/645	===============	0/0	100	100	resfinder	DQ351241	qnrB1	Ciprofloxacin
cpe031.nextpolish.fasta	tig00000004_np1212	205690	206289	+	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100	100	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
cpe031.nextpolish.fasta	tig00000004_np1212	206420	207250	+	blaOXA-1_1	1-831/831	===============	0/0	100	100	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
cpe031.nextpolish.fasta	tig00000004_np1212	210292	210774	+	dfrA14_5	1-483/483	===============	0/0	100	99.59	resfinder	DQ388123	dfrA14	Trimethoprim
cpe031.nextpolish.fasta	tig00000004_np1212	218638	219822	-	tet(D)_1	1-1185/1185	===============	0/0	100	100	resfinder	AF467077	tet(D)	Doxycycline;Tetracycline
cpe031.nextpolish.fasta	tig00000004_np1212	221107	221967	-	blaTEM-1A_1	1-861/861	===============	0/0	100	100	resfinder	HM749966	blaTEM-1A	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
cpe031.nextpolish.fasta	tig00000004_np1212	222640	223245	-	aac(6')-Ib_1	1-606/606	===============	0/0	100	100	resfinder	M21682	aac(6')-Ib	Amikacin;Tobramycin
cpe031.nextpolish.fasta	tig00000004_np1212	226067	226942	+	blaCTX-M-15_1	1-876/876	===============	0/0	100	100	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
cpe031.nextpolish.fasta	tig00000009_np1212	732196	732615	-	fosA6_1	1-420/433	===============	0/0	97	99.52	resfinder	KU254579	fosA6	Fosfomycin
cpe031.nextpolish.fasta	tig00000009_np1212	1403303	1403776	-	dfrA1_8	1-474/474	===============	0/0	100	100	resfinder	X00926	dfrA1	Trimethoprim
cpe031.nextpolish.fasta	tig00000009_np1212	1554388	1555248	+	aac(3)-IId_1	1-861/861	===============	0/0	100	99.88	resfinder	EU022314	aac(3)-IId	Gentamicin;Tobramycin
cpe031.nextpolish.fasta	tig00000009_np1212	1560945	1561811	-	blaSHV-187_1	1-867/867	===============	0/0	100	99.54	resfinder	LN515533	blaSHV-187	
cpe031.nextpolish.fasta	tig00000009_np1212	1568535	1569395	-	blaTEM-1A_1	1-861/861	===============	0/0	100	100	resfinder	HM749966	blaTEM-1A	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
cpe031.nextpolish.fasta	tig00000009_np1212	1572217	1573091	+	blaCTX-M-15_1	1-876/876	========/======	01-Jan	99.89	99.89	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
cpe031.nextpolish.fasta	tig00000009_np1212	2645589	2648741	-	oqxB_1	1-3153/3153	===============	0/0	100	98.8	resfinder	EU370913	oqxB	Nalidixic_acid;Ciprofloxacin
cpe031.nextpolish.fasta	tig00000009_np1212	2648765	2649940	-	oqxA_1	1-1176/1176	===============	0/0	100	99.23	resfinder	EU370913	oqxA	Nalidixic_acid;Ciprofloxacin
cpe031.nextpolish.fasta	tig00000009_np1212	3834409	3835008	+	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100	100	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
cpe031.nextpolish.fasta	tig00000009_np1212	3835139	3835969	+	blaOXA-1_1	1-831/831	===============	0/0	100	100	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
cpe031.nextpolish.fasta	tig00000009_np1212	4301393	4302253	+	blaSHV-106_1	1-861/861	===============	0/0	100	99.88	resfinder	AM922307	blaSHV-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
cpe032.nextpolish.fasta	contig_1_np1212	698490	699350	-	blaTEM-1B_1	1-861/861	===============	0/0	100	100	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
cpe032.nextpolish.fasta	contig_1_np1212	700576	701409	+	aac(3)-IId_1	28-861/861	===============	0/0	96.86	99.76	resfinder	EU022314	aac(3)-IId	Gentamicin;Tobramycin
cpe032.nextpolish.fasta	contig_1_np1212	704929	705850	+	mph(A)_2	1-921/921	========/======	01-Jan	100	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
cpe032.nextpolish.fasta	contig_1_np1212	712472	713338	-	sul1_5	1-867/867	===============	0/0	100	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
cpe032.nextpolish.fasta	contig_1_np1212	713858	714646	-	aadA5_1	1-789/789	===============	0/0	100	100	resfinder	AF137361	aadA5	Streptomycin
cpe032.nextpolish.fasta	contig_1_np1212	714777	715250	-	dfrA17_1	1-474/474	===============	0/0	100	100	resfinder	FJ460238	dfrA17	Trimethoprim
cpe032.nextpolish.fasta	contig_1_np1212	737190	737987	-	blaOXA-48_1	1-798/798	===============	0/0	100	100	resfinder	AY236073	blaOXA-48	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
cpe032.nextpolish.fasta	contig_1_np1212	2903257	2904489	-	mdf(A)_1	1-1233/1233	===============	0/0	100	98.14	resfinder	Y08743	mdf(A)	
cpe032.nextpolish.fasta	contig_1_np1212	3935778	3936580	+	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100	resfinder	AF024602	aph(3'')-Ib	Streptomycin
cpe032.nextpolish.fasta	contig_1_np1212	3936580	3937416	+	aph(6)-Id_1	1-837/837	===============	0/0	100	100	resfinder	M28829	aph(6)-Id	Streptomycin
cpe032.nextpolish.fasta	contig_1_np1212	3942080	3942895	+	sul2_2	1-816/816	===============	0/0	100	100	resfinder	AY034138	sul2	Sulfamethoxazole
cpe032.nextpolish.fasta	contig_1_np1212	3948222	3949406	+	tet(D)_1	1-1185/1185	===============	0/0	100	100	resfinder	AF467077	tet(D)	Doxycycline;Tetracycline
cpe032.nextpolish.fasta	contig_1_np1212	3949886	3950746	-	blaTEM-1B_1	1-861/861	===============	0/0	100	100	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
cpe032.nextpolish.fasta	contig_1_np1212	3952510	3953164	-	catA1_1	6-660/660	===============	0/0	99.24	99.54	resfinder	V00622	catA1	Chloramphenicol
cpe033.nextpolish.fasta	1_np1212	127490	127963	+	dfrA1_8	1-474/474	===============	0/0	100	100	resfinder	X00926	dfrA1	Trimethoprim
cpe033.nextpolish.fasta	1_np1212	798719	799138	+	fosA6_1	1-420/433	===============	0/0	97	99.52	resfinder	KU254579	fosA6	Fosfomycin
cpe033.nextpolish.fasta	1_np1212	2634307	2635167	-	blaSHV-106_1	1-861/861	===============	0/0	100	99.88	resfinder	AM922307	blaSHV-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
cpe033.nextpolish.fasta	1_np1212	3100593	3101423	-	blaOXA-1_1	1-831/831	===============	0/0	100	100	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
cpe033.nextpolish.fasta	1_np1212	3101554	3102153	-	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100	100	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
